reviewerID,asin,predictRating,T_v,overall,overall_new,reviewText,filteredReviewText
A3IVDKJ8B51LO0,B000URXP6E,-1,1,5,1,Would buy more of the body cream if moire was available.  This body cream is hard to come by.  I buy anytime I find on a site.  Lotion is easily available but the body cream is difficult to obtain.  This is my signature fragrance.,Would buy more of the body cream if moire was available . This body cream is hard to come by . Lotion is easily available but the body cream is difficult to obtain .
A2J50ZCVKL1H9L,B000URXP6E,-1,1,5,1,"I am writing this in the dark of my room. My roommate came over with a bottle of this stuff from Europe and whenever she would shower, I would wonder, ""What angel has fluttered down from the sky and walked into my life?"" ...because she smelt that good. SO today, I decided would be the day. I got drunk (because I can't do anything as daring), and stole her soap and took a shower in it. Only a wee bit. Like 3 dollops and I must say, OMG. I'll explain. You know, when you feel yourself hazy from an alcohol buzz, I was washed my face with it and when I opened my eyes, everything seemed brighter. THis stuff actually does revitalize. AND, I smell so expensive. I should probably go find another room to sleep in as I revel in this beauty. Because she will be able to tell immediately. She's cool though. She's Irish.","I am writing this in the dark of my room . and whenever she would shower , I would wonder , "" What angel has fluttered down from the sky because she smelt that good . I got drunk ( because I ca n't do anything as daring ) , and stole her soap Like 3 dollops You know , when you feel yourself hazy from an alcohol buzz , I was washed my face with it and when I opened my eyes , everything seemed brighter . THis stuff actually does revitalize . AND , I smell so expensive . I should probably go find another room to sleep in as I revel in this beauty . She 's cool though ."
A3RMWHVP1CX5J1,B000URXP6E,-1,1,5,1,"Can't get this in the US (not ever made here, as far as I know), and not in Canada apparently anymore either.  Pricey but it's an import....",Pricey
A28N2AWOVO2PB,B000V5Z4J6,-1,1,4,1,"You know how annoying it is to keep in mind that every 30-45 days you must throw away your old toothbrush and then find the same kind with the same either soft or medium head and it is never exactly the same and you have to get used to it again and then whole cycle repeats itself?

Well, no more. I have an automatic toothbrush and all I do now is put its head in this neat sanitizer and it kills all the bacteria and I can go on for another 20-30 days without having to worry about repeating this process. The product has UV bulb, which is what actually kills the bacteria. There is an extra brush head holder for different models of brush heads (Oral-B-FlexiSoft and FlossAction and most Sonicare models). I didn't have troubles putting the holder into the Sanitizer. The cleaning takes approximately 10 minutes and when complete it shuts itself off. It was prebuilt with a drip tray to get rid of excess water. This is a great gift for anyone in your family. Folks, it doesn't get any easier or more practical than this.","You know how annoying it is to keep in mind that every 30 - 45 days you must throw away your old toothbrush and then find the same kind with the same either soft or medium head Well , no more . and all I do now is put its head in this neat sanitizer and it kills all the bacteria and I can go on for another 20 - 30 days without having to worry about repeating this process . The product has UV bulb , which is what actually kills the bacteria . I did n't have troubles putting the holder into the Sanitizer . This is a great gift for anyone in your family . Folks , it does n't get any easier or more practical than this ."
A2W9I628I6SE1U,B000V5Z4J6,1,-1,3,5,"I would have to say that this is probably a good niche product and nice gift for someone who already owns a compatible toothbrush.  It is a handy place to store the brush heads in a sanitary manner (if you believe that the UV light kills the bacteria).

That said, for $50 plus S&H is a bit much for brush storage and cleaning.
The recharging stand has worked well enough for me in the past, and I've never had any issue with bacteria on my brush heads.  Rinse thoroughly after use and tap to get the water out, that should be enough in my opinion.  As the ""biologist"" stated in his review, this seems a bit like overkill.

This is a simple to use product that probably does what it says.
But I think I'll give mine to family member who also uses Sonicare brushes and may appreciate more the gadget geekiness of the UV Sanitizer.","I would have to say that this is probably a good niche product and nice gift for someone who already owns a compatible toothbrush . It is a handy place to store the brush heads in a sanitary manner ( if you believe that the UV light kills the bacteria ) . The recharging stand has worked well enough for me in the past , and I 've never had any issue with bacteria on my brush heads . and tap to get the water out , that should be enough in my opinion . As the "" biologist "" stated in his review , this seems a bit like overkill . and may appreciate more the gadget geekiness of the UV Sanitizer ."
A2D48QTM7CXR0D,B000WYJTZG,-1,1,4,1,Works well but gets a little too hot.  Tend to scaled my scalp pretty quickly.  But I use it anyway cuz this is the only brand I find that offers 3/4 inch size.,Works well but gets a little too hot . Tend to scaled my scalp pretty quickly .
A1MAI0TUIM3R2X,B0010ZBORW,1,-1,3,5,"This is a small sea sponge for the price. It's decent, you can hold it in your hand easily in the shower. Exfoliates well too. Just keep it in a well-drained spot in the shower to extend it's life.","It 's decent , you can hold it in your hand easily in the shower . Exfoliates well too . Just keep it in a well - drained spot in the shower to extend it 's life ."
AYNTULRNAIPNY,B0010ZBORW,-1,1,4,1,"I used and am reviewing the Nail Brush. I had not realized that the reviews for so many different products would be mixed up on
one page.
The nail brush isn't anything extra special, but it is sturdy and well made. I had no bristles fall out while I was using it.
It did what it was supposed to do, get dirt out from under my fingernails.
If it exfoliated my cuticles in the process, I did not notice. I am not too fussy about my nails and cuticles, only caring if my nails are
broken or dirty.","The nail brush is n't anything extra special , but it is sturdy and well made . I had no bristles fall out while I was using it . It did what it was supposed to do , get dirt out from under my fingernails . I am not too fussy about my nails and cuticles , only caring if my nails are broken or dirty ."
A2CZ98V784SRJ0,B0010ZBORW,-1,1,4,1,"This might have been a nice product if they had been a usable size.  Even accounting for wiggling wet hands into fabric, these are oversized.  They should be clearly labeled as EXTRA LARGE and their should be a smaller version as an option.  Offering at least two sizes (S/M and L/XL) seems a fair expectation.  Without size options, I expect the size to be ""medium"" not extra large.  This is neither one-size-fits-all or one-size-fits-most.

If your hands are small, these are unusable.  If your hands are average, you will still find this big.

Fabric is soft and washable.","This might have been a nice product if they had been a usable size . They should be clearly labeled as EXTRA LARGE and L / XL ) seems a fair expectation . If your hands are small , these are unusable . Fabric is soft"
AKMEY1BSHSDG7,B0010ZBORW,-1,1,5,1,"I'm almost afraid to say it, but these gloves come in very handy! I wash my hands all day long, and I don't always have time to reach for hand cream, especially at work. As a result, my cuticles get ragged, my nails get weak, and my hands feel very uncomfortably dry. In the winter, they can even bleed and crack. I've tried putting on a heavy layer of moisturizer under a pair of socks. It works, but it makes me crazy. These gloves are so super -- they fulfill a need in a better way than I anticipated.","I 'm almost afraid to say it , but these gloves come in very handy ! and I do n't always have time to reach for hand cream , especially at work . As a result , my cuticles get ragged , my nails get weak , and my hands feel very uncomfortably dry . In the winter , they can even bleed and crack . It works , but it makes me crazy . so super -- they fulfill a need in a better way than I anticipated ."
ATECU14VUIOJ0,B0010ZBORW,-1,1,5,1,"I really like this loofah, especially the small size.  It's all you need for scrubbing.  One of my main complaints about those huge foot and a half long loofahs is that they never get a chance to dry out properly between showers and soon have ""that"" smell.  You know what I mean - that men's locker room odor.  This one is about 5 inches long and has a little suction cup (and cloth loop) that you can hang to dry.  I actually hang mine on the curtain rod in front of my sunshiny bathroom window and it says fresh.

It comes packaged flat as a pancake but will expand when it comes in contact with water.  This is a no nonsense bath product that I really like.","I really like this loofah , especially the small size . One of my main complaints about those huge foot and a half long loofahs is that they never get a chance to dry out properly between showers and soon have "" that "" smell . You know what I mean - that men 's locker room odor . and cloth loop ) that you can hang to dry . I actually hang mine on the curtain rod in front of my sunshiny bathroom window and it says fresh . but will expand when it comes in contact with water . This is a no nonsense bath product that I really like ."
ARARUVZ8RUF5T,B0010ZBORW,1,-1,3,5,"This is a very standard shower cap. It does the job, but it no different from the ones I have purchased over the years from various drugstores. If you are looking for a shower cap, this one is as good as any.","but it no different from the ones I have purchased over the years from various drugstores . If you are looking for a shower cap , this one is as good as any ."
A2503LT8PZIHAD,B0010ZBORW,-1,1,4,1,"This is about the same quality foot file as the ones I pick up in the check out aisle.  Half of the useful things in life are in the check out aisle.  The price is pretty comparable.

Generally I end up getting these when I am on the road and don't have a nail file or my Amope pedi device with me or any number of times I end up in a different town that I planned to be.  It happens.",Half of the useful things in life are in the check out aisle . The price is pretty comparable . and do n't have a nail file or my Amope pedi device with me or any number of times I end up in a different town that I planned to be .
A39WWMBA0299ZF,B0010ZBORW,1,-1,2,5,"Note: The company has several products linked together which can lead to a misleading / confusing time reading reviews. This is for the booties.

I was really excited to try these moisturizing booties. Unfortunately, they did not love up to my expectations. First of all, I thought they would moisturize my feet just by wearing them as indicated in the name. They don't. You are supposed to put cream or lotion on your feet before putting them on. This means that the cream/lotion is moisturizing your feet, not the booties. I used to rub lotion on my feet and then wear socks to bed which does the same thing.

I wore these booties to bed and they immediately started annoying me. They have thick seams right at the toes and again at the heel. I couldn't stop rubbing the seams trying to make them more comfortable. Do they help hold in the heat and allow the lotion to really moisturize? Yes. So do socks. I have a pair of really soft, fluffy socks that have the same effect and are more comfortable.

Sadly, I cannot recommend these booties. I would suggest getting a really comfortable pair of socks and using them for the same thing. You can probably find them cheaper and they will work just as well.","Note : The company has several products linked together which can lead to a misleading / confusing time reading reviews . I was really excited to try these moisturizing booties . Unfortunately , they did not love up to my expectations . and they immediately started annoying me . They have thick seams right at the toes I could n't stop rubbing the seams trying to make them more comfortable . Do they help hold in the heat and allow the lotion to really moisturize ? Yes . I have a pair of really soft , fluffy socks that have the same effect and are more comfortable . Sadly , I can not recommend these booties . I would suggest getting a really comfortable pair of socks You can probably find them cheaper and they will work just as well ."
A2OCDK0BOW6UCY,B0010ZBORW,1,-1,3,5,"this is a cute shower cap. It comes in a little plastic envelope with a snap making it easy to tuck in a suitcase. The teal pattern is pleasant. The cap itself is unlined and made of rather crinkly plastic. The elastic is covered with white plastic. I've been growing out my hair and it is now past my shoulders. I was pleased that this cap was able to accommodate it all. The plastic is waterproof. the cap should fit most head sizes.

I use shower caps when airbrushing makeup and when actually painting the interior of my house as well as for showers and deep conditioning. This one certainly performs as well as any. the pattern is pretty but it is not especially comfortable or well made. especially considering the price point.  It does the job it was designed to do but the quality is on a par with the dollars store or discount beauty supplier.",this is a cute shower cap . It comes in a little plastic envelope with a snap making it easy to tuck in a suitcase . The teal pattern is pleasant . I 've been growing out my hair I was pleased that this cap was able to accommodate it all . the cap should fit most head sizes . and when actually painting the interior of my house as well as for showers This one certainly performs as well as any . the pattern is pretty but it is not especially comfortable or well made . but the quality is on a par with the dollars store or discount beauty supplier .
A270QYQEV3CQGH,B00112DRHY,1,-1,3,5,"This product was one of many in a birthday basket. I have not heard anything negative from the person who received the basket therefore, I am assuming it was good.","I have not heard anything negative from the person who received the basket therefore , I am assuming it was good ."
A2GJX2KCUSR0EI,B0012XPRO8,-1,1,4,1,"As a shaving cream, this performs well.  It's moisturizing and it washes off without leaving residue.  It works even with razors that are kind of dull (which is good, because I forget to change my razor out as often as I should) -- I didn't cut myself at all.

Because this isn't a foaming product, you do have to use more than you would with some competing products.  I found it non-irritating, too.  (You can see the full ingredients list if you scroll down the main product page.)

This does have a strong smell.  I kind of like it, but I have heard from plenty of people who detest the scent.  It's an artificial blueberry sort of scent.  So if you have reactions to strong fragrances, you may want to stay away.","As a shaving cream , this performs well . It works even with razors that are kind of dull ( which is good , because I forget to change my razor out as often as I should ) -- I did n't cut myself at all . I found it non - irritating , too . This does have a strong smell . I kind of like it , but I have heard from plenty of people who detest the scent . So if you have reactions to strong fragrances , you may want to stay away ."
AX0ZEGHH0H525,B0012Y0ZG2,-1,1,5,1,Suffered from itchiness under my hair for couple of years. This product cured the itchiness completely. I took some 4-5 drops of it and then massaged my wet head for a minute approximately. After 2 uses noticed a considerable difference. It definitely gets the job done!,Suffered from itchiness under my hair for couple of years . It definitely gets the job done !
AV19Z8ZCIQM4G,B0012Y0ZG2,-1,1,4,1,Good but kind of drying,Good but kind of drying
A245UNW3PI53NG,B0012Y0ZG2,-1,1,5,1,I am allergic to a lot of things. I occasionally get a red rash over my body after using some other body washes. This one is an exception. Not a single complain. Perfect!,I am allergic to a lot of things . I occasionally get a red rash over my body after using some other body washes . Not a single complain . Perfect !
A3F53CPYRL46XZ,B0012Y0ZG2,-1,1,5,1,"So, 5 stars it is.",
A1YVFD3TLX6E22,B0012Y0ZG2,-1,1,4,1,"I've used a chemical shampoo for too long and my hair started breaking off! So with a lot of research I bought this! It has made my hair (which is thin with oily roots and dry ends) way stronger and shinny without being oily! It's really fantastic. I took a star away for 2 reasons, one is because the price is a bit outrages, and two is because if I use it every day my hair starts to get buildup so I have to find a clean shampoo that washes away the build up to use twice a week..","and my hair started breaking off ! and dry ends ) way stronger It 's really fantastic . because the price is a bit outrages , so I have to find a clean shampoo that washes away the build up to use twice a week .."
A39AEA8OFO8JT,B0012Y0ZG2,-1,1,5,1,"I was using this shampoo from six years and found helpful restoring hair and reducing dryness of psoriasis.
But it was discontinued from three years .Why I don't know .Then I used other psoriasis  shampoos ,which didn't help .scalp still dry and hair falling down. I bought on line but came in small bottle and was costly, and was looks like doublicate not the real.","and found helpful restoring hair But it was discontinued from three years .Why I used other psoriasis   shampoos , which did n't help .scalp still dry and hair falling down . and was costly , and was looks like doublicate not the real ."
A1D3G0HL756T8B,B0012Y0ZG2,-1,1,5,1,Lovin' them.,
AJ61AXPLR0WYY,B0012Y0ZG2,-1,1,5,1,"It's Bare Escentuals, 'nuff said!",
A10ZJZNO4DAVB,B0012Y0ZG2,-1,1,5,1,What the hubby wanted,
A2NH58DY5F0XSZ,B0012Y0ZG2,-1,1,5,1,AAA+,
A2N4OUX2ORC859,B0012Y0ZG2,-1,1,5,1,Wife uses this cream always. Hard to get.,Hard to get .
AM6VM4AHB7CG4,B0012Y0ZG2,-1,1,5,1,I can't live without this shampoo!,
A1S7I4K5PNOUDD,B0012Y0ZG2,-1,1,5,1,Google the uses and you will be a buyer.,
A121C9UWQFW5W6,B0012Y0ZG2,-1,1,5,1,Just what I wanted and it arrived early,
ASL42Q7LYJWFV,B0012Y0ZG2,-1,1,5,1,Tried many but this is the one to buy.,
A2PUZMHH482FU7,B0012Y0ZG2,-1,1,5,1,Love this stuff - i'm on my second order. Started to get thinning hair. now there's whisps where there wasn't any and hair feels thicker all over.,Love this stuff - and hair feels thicker all over .
A280XZUEBJ0G3Z,B0012Y0ZG2,-1,1,5,1,Absolutely...exactly as described,
A80A8PCDT0NFB,B0012Y0ZG2,-1,1,5,1,"Used for years, it has DHT blocker",
A327QPYID8TDAA,B0012Y0ZG2,-1,1,5,1,This keeps my silver hair looking silvery (rather than yellow).  I reorder this on a regular basis.,
A17B1H60A6A96P,B0012Y0ZG2,-1,1,5,1,All of the different colognes and the price.,
AVXT2TB9ZHYRF,B0012Y0ZG2,-1,1,5,1,It was just what I wanted.,
A1DAE86MWE6OMW,B0012Y0ZG2,-1,1,5,1,as advertised,
AQG3FO72CYLU3,B0012Y0ZG2,-1,1,5,1,can't beat it... 3 for the price of 1 at a local store,
AL24GOJZZ48PB,B0012Y0ZG2,-1,1,5,1,As expected for price.,
A345PQ5PIJVC67,B0012Y0ZG2,-1,1,5,1,"AS awesome as this product is, it HAS been discontinued by the makers. The people selling this on here, including the shampoos and conditioners ARE price gouging you and who knows how OLD it is..  Very Sad","AS awesome as this product is , it HAS been discontinued by the makers . Very Sad"
AVC2FIYKB6VHF,B0012Y0ZG2,-1,1,5,1,:),
A2SZLPBSBNJ7QV,B0012Y0ZG2,-1,1,5,1,Order arrived on time and exactly as described,
A1F8L7H54H5WFZ,B0012Y0ZG2,-1,1,5,1,"My ""go to"" shampoo for my blonde foiled hair. The only other product I'll use aside from Pureology.  Warning to new users, don't leave in too long or it will blue your hair and wait one week before using on newly highlighted hair.","Warning to new users , do n't leave in too long or it will blue your hair"
ABXNHW16GPL6F,B0012Y0ZG2,-1,1,5,1,"This is a ridiculous price and the seller should be ashamed!  Bath and Body Works quit selling this and the lotion that went with it and I have no idea why.  Everywhere I went perfect strangers would ask me what scent I was wearing!  I told them this in the store, as if it did any good.  SO, for all you out here who love the vanilla scent, try this, also sold on Amazon:

Monoi Tiare Tahiti Coconut Oil Vanilla -- 4 fl oz
Sold by: Express Health
$11.26

It is made in Tahiti and has a real vanilla bean in the bottom of the bottle.  Because it has coconut oil in it, it solidifies at 68 degrees, but all you have to do is put it into your hand and it melts.  It smells SO GOOD!  It also has Tiare flower scent in it that the Bath & Body Works formula had as well as Vitamin E and actual vanilla bean fragrance from a real vanilla bean.  It is only 4 ounces, but a little goes a long way and is only $11.26.  This is a body lotion and it smells awesome and is the closest thing to the B&BW formula I could find with a reasonable price tag.

Buy it Again","This is a ridiculous price and the seller should be ashamed ! and Body Works quit selling this and I have no idea why . Everywhere I went perfect strangers would ask me what scent I was wearing ! I told them this in the store , as if it did any good . SO , for all you out here who love the vanilla scent , try this , also sold on Amazon : 

 Monoi Tiare Tahiti Coconut Oil Vanilla -- 4 fl oz but all you have to do is put it into your hand It smells SO GOOD ! It also has Tiare flower scent in it that the Bath & Body Works formula had as well as Vitamin E and it smells awesome and is the closest thing to the B&BW formula I could find with a reasonable price tag ."
A2BWO517WH1GJE,B0012Y0ZG2,-1,1,5,1,"I've used this shampoo for years and loved it............. BUT.... the last bottles I bought at Big Lots were only $1.70 for 16ozs.  There's no way its worth $39 a bottle.  Who are you guys kidding? What a scam! There are plenty of other products out there that do a good job for far less money.
Use a nice conditioner (I still have several bottles left that I paid less than $2 for) and you'll still get nice results.  Bah-humbug for those scam artists trying to sell this for 10 times what it's worth.",and loved it ............. There 's no way its worth $ 39 a bottle . Who are you guys kidding ? What a scam ! There are plenty of other products out there that do a good job for far less money . Use a nice conditioner ( I still have several bottles left that I paid less than $ 2 for ) and you 'll still get nice results . Bah - humbug for those scam artists trying to sell this for 10 times what it 's worth .
AROYPRQ35VSAT,B0012Y0ZG2,-1,1,5,1,If they discontinued this scent I would go postal. <3,If they discontinued this scent I would go postal .
AH95EJ2HK06Q2,B0012Y0ZG2,-1,1,5,1,"I love this scent, and it's no longer being made.
I'm always on the hunt for ""something like it.""
It reminds me of the 70's fragrance, ""Golden Autumn"", also not being made any more.
Today's scents hit my nose in the wrong way, they are either too ""piquant"" with heavy tones of freesia, or too much like bubble gum.
I spent the money and bought Channel No. 5 thinking, I'd just sort ""move up"", and while it smell great at first blush, it turns into just a baby powder smell on me. I can get baby powder for a lot less.
If the fragrance gods are listening, please recreate this or something like it! I always get compliments on it.","I love this scent , and it 's no longer being made . I 'm always on the hunt for "" something like it . It reminds me of the 70 's fragrance , "" Golden Autumn "" , also not being made any more . Today 's scents hit my nose in the wrong way , they are either too "" piquant "" with heavy tones of freesia , or too much like bubble gum . and bought Channel No . 5 thinking , I 'd just sort "" move up "" , and while it smell great at first blush , it turns into just a baby powder smell on me . If the fragrance gods are listening , please recreate this or something like it ! I always get compliments on it ."
A156IOMOA59X7N,B0012Y0ZG2,-1,1,5,1,I always use this so was as expected,
A24A9FRVM8TQZS,B0012Y0ZG2,-1,1,5,1,Item just as described,
ANNRN691N2WR,B0012Y0ZG2,-1,1,5,1,I would recommend this eye cream because it is extremely moisturizing and it only takes a small dab for each eye.  I could tell after only a few times of using it that the fine lines around my eyes weren't as noticeable.,I would recommend this eye cream I could tell after only a few times of using it that the fine lines around my eyes were n't as noticeable .
A2O23K583MS6RI,B0012Y0ZG2,-1,1,5,1,I've been using this product for a couple of years at the suggestion of my hair stylist. Took away the dullness of my gray hair. I like it.,Took away the dullness of my gray hair . I like it .
A1FFSRBOERRDLB,B0012Y0ZG2,-1,1,5,1,"I was looking for a product that will help minimize the fine lines around the my eyes and only after 2 weeks I could notice an improvement. After 3 weeks my family started commenting on my skin! It does not leave my face feeling greasy nor does it have any fragrance. I feel like it has made my skin look firmer, which makes me looker younger!","I was looking for a product that will help minimize the fine lines around the my eyes and only after 2 weeks I could notice an improvement . It does not leave my face feeling greasy nor does it have any fragrance . I feel like it has made my skin look firmer , which makes me looker younger !"
A32RAW9ILQYP9S,B0012Y0ZG2,-1,1,5,1,Will buy again,
A344ILJPHYQ0V,B0012Y0ZG2,-1,1,4,1,muy bueno,
A1E9D6RGEDFT2O,B0012Y0ZG2,-1,1,4,1,"I think this shampoo can be even five stars, hair feels soft and fresh. But I think it doesn't give that feeling of clean hair near my roots. It might be just not the right type for me. But in general I would definitely recommend these products.","I think this shampoo can be even five stars , hair feels soft and fresh . But I think it does n't give that feeling of clean hair near my roots . It might be just not the right type for me . But in general I would definitely recommend these products ."
A2KUYYA021Y4KO,B0012Y0ZG2,-1,1,5,1,Need a bigger bottle!,
A1JDBXPK20HBUW,B0012Y0ZG2,-1,1,5,1,"One of my favorite skincare lines. That said, I usually use their other line but since I'm not getting younger, I thought I'd try their more mature line. Strangely, it's LESS moisturizing than their younger line. I'm still using it but next order will be back to their younger line of skincare.

I think the essence in this package is better but the overnight cream and moisturizer in the other package is much better.

I do not use their eye cream, though. Gave it away as it's just too heavy for my purposes and increases milia.","One of my favorite skincare lines . but since I 'm not getting younger , I thought I 'd try their more mature line . Strangely , it 's LESS moisturizing than their younger line . I think the essence in this package is better and moisturizer in the other package is much better ."
A3DA9MP7OGLPC0,B0012Y0ZG2,-1,1,5,1,,
A1VRZOJ7MNAJME,B0012Y0ZG2,-1,1,5,1,"I love the smell of this particular product and the way it feels on my lips.  I wish it wasn't so expensive, because I would buy more!,,","I love the smell of this particular product I wish it was n't so expensive ,"
A2BLQAZWM052C1,B0012Y0ZG2,-1,1,5,1,This is my wife's go to body wash.,
A7LAYX9R7IMOO,B0012Y0ZG2,-1,1,5,1,I really is what I expected,
A337VOJXCV97F6,B0012Y0ZG2,-1,1,5,1,$65 for one bottles of soap!! Do NOT use this sight unless you are very wealthy!,Do NOT use this sight unless you are very wealthy !
A1NXF07STAXNN3,B0012Y0ZG2,-1,1,5,1,soapy,soapy
A105A034ZG9EHO,B0012Y0ZG2,-1,1,5,1,yum,
A149WHPACMTSLO,B0012Y0ZG2,-1,1,5,1,"It was what my 16 year old grandson wanted,because he can not fine it in the stores. Please bring it
back to walmart.",because he can not fine it in the stores . Please bring it
A222BBVJ75BTFE,B0012Y0ZG2,-1,1,4,1,"Love the product, except for the fact that TWO bottles have now broken after being dropped in the shower. The tops needs to be screwed off which I would change to a more friendly flip top which would not require three hands. The product is too expensive to  be wasted down the drain or watered down because the top keeps getting broken off (two different bottles).","Love the product , except for the fact that TWO bottles have now broken after being dropped in the shower . The tops needs to be screwed off which I would change to a more friendly flip top which would not require three hands . The product is too expensive to   be wasted down the drain or watered down because the top keeps getting broken off ( two different bottles ) ."
AI8FN9LAD3WT0,B0012Y0ZG2,-1,1,5,1,"This was the best of all the Axe line, and they discontinued it. I wish they would bring it back. :(","This was the best of all the Axe line , and they discontinued it . I wish they would bring it back . :("
A2W643VRI6ELN,B0012Y0ZG2,-1,1,5,1,I haven't gotten it yet because I ordered it today but I'm hoping it will be good for me to use,but I 'm hoping it will be good for me to use
A7VOU5ARHQ20F,B0012Y0ZG2,-1,1,5,1,Love this stuff.  It works better on my Psoriasis better then the medical creams and ointments the doctors prescribed.  Too bad they stopped making it.  Horde it all now because someday it will be gone and you will be forced to use head and shoulders.,Love this stuff . It works better on my Psoriasis better then the medical creams Too bad they stopped making it . Horde it all now and you will be forced to use head
A3CZ890UHC8HHZ,B0012Y0ZG2,-1,1,5,1,"It diffuses a very mild light perfume, just what I wanted. I wear Shalimar lotion and perfume so I wanted a nice hint on days I do not want to wear the stronger lotions and perfumes. I will be purchasing it again.",so I wanted a nice hint on days I do not want to wear the stronger lotions
A4WYCR7FYUSPS,B0012Y0ZG2,-1,1,5,1,Dove no longer manufactures this body wash so I was relieved to find it on Amazon. The price is ridiculous but since I could not find it anywhere else I bought it. This is the only body wash I can use that doesn't dry my skin and make me itchy. If you pair this with Dove's Cream Oil lotion you're good to go.,The price is ridiculous and make me itchy .
A10JB7YPWZGRF4,B0012Y0ZG2,-1,1,5,1,"I continually get compliments on how wonderful I smell whenever I have used this product- especially when using it with the body lotion. I bought this product at Bath and Body during one of their annual sales a year ago and now they no longer carry it. However, other dealers have it online for $ 45 and the lotion for $45  up to 95? I don't know why Bath & Body stopped selling it.",I continually get compliments on how wonderful I smell whenever I have used this product- especially when using it with the body lotion . and now they no longer carry it . I do n't know why Bath & Body stopped selling it .
A3IVDKJ8B51LO0,B0012Y0ZG2,-1,1,5,1,Would buy more of the body cream if moire was available.  This body cream is hard to come by.  I buy anytime I find on a site.  Lotion is easily available but the body cream is difficult to obtain.  This is my signature fragrance.,Would buy more of the body cream if moire was available . This body cream is hard to come by . Lotion is easily available but the body cream is difficult to obtain .
A2J50ZCVKL1H9L,B0012Y0ZG2,-1,1,5,1,"I am writing this in the dark of my room. My roommate came over with a bottle of this stuff from Europe and whenever she would shower, I would wonder, ""What angel has fluttered down from the sky and walked into my life?"" ...because she smelt that good. SO today, I decided would be the day. I got drunk (because I can't do anything as daring), and stole her soap and took a shower in it. Only a wee bit. Like 3 dollops and I must say, OMG. I'll explain. You know, when you feel yourself hazy from an alcohol buzz, I was washed my face with it and when I opened my eyes, everything seemed brighter. THis stuff actually does revitalize. AND, I smell so expensive. I should probably go find another room to sleep in as I revel in this beauty. Because she will be able to tell immediately. She's cool though. She's Irish.","I am writing this in the dark of my room . and whenever she would shower , I would wonder , "" What angel has fluttered down from the sky because she smelt that good . I got drunk ( because I ca n't do anything as daring ) , and stole her soap Like 3 dollops You know , when you feel yourself hazy from an alcohol buzz , I was washed my face with it and when I opened my eyes , everything seemed brighter . THis stuff actually does revitalize . AND , I smell so expensive . I should probably go find another room to sleep in as I revel in this beauty . She 's cool though ."
A3RMWHVP1CX5J1,B0012Y0ZG2,-1,1,5,1,"Can't get this in the US (not ever made here, as far as I know), and not in Canada apparently anymore either.  Pricey but it's an import....",Pricey
A2D48QTM7CXR0D,B0012Y0ZG2,-1,1,5,1,"I have sensitive skin and I have to be careful what I use on my skin.  Many products make my skin itch and sometimes I'll get a red rash or blotches (sounds lovely, huh?!)  This shower gel is very gentle, does the job and doesn't make my skin itch nor cause a rash.  The only thing I woud suggest is that they leave out the fragrance or have a fragrance free option.  Although the send is not too strong and is a nice scent.","I have sensitive skin and I have to be careful what I use on my skin . Many products make my skin itch and sometimes I 'll get a red rash or blotches ( sounds lovely , huh ? ! ) This shower gel is very gentle , does the job and does n't make my skin itch nor cause a rash . The only thing I woud suggest is that they leave out the fragrance or have a fragrance free option . Although the send is not too strong and is a nice scent ."
A3CIUOJXQ5VDQ2,B0013NB7DW,-1,1,5,1,as advertised,
A3E3GD3TABXKU1,B0017TZD7S,1,-1,2,5,"Maybe I don't get the point with this. Okay, they use sex to sell it; I get that. It's supposed to create a situation in which women - I'm assuming really dumb ones - are made out of control in your presence after using it. Right. And Yaks fly.

But is there anything truly unique about it?

Well, it does have sandpaper sides, one of which would remove the face off a statue and other that buffs your flesh to a tender red. But other than that it's just sort of a sponge. The `directions' say it gets all those special places (if we all have them are they really so special?) but I think a washrag does a better job.

So why am I even thinking about this thing this much? I'm done and I'm outta here - to find my washcloth.","Okay , they use sex to sell it ; I get that . It 's supposed to create a situation in which women - I 'm assuming really dumb ones - are made out of control in your presence after using it . Right . But is there anything truly unique about it ? Well , it does have sandpaper sides , one of which would remove the face off a statue and other that buffs your flesh to a tender red . The ` directions ' say it gets all those special places ( if we all have them are they really so special ? ) but I think a washrag does a better job ."
ANM9LSZS7C67V,B0017TZD7S,-1,1,4,1,"This is great since I am on a Military base and have common showers.  Makes good lather.  I use the softer side and the rough side on my feet!  Maybe I am a big baby, but it hurts to use the rough side anywhere else.",This is great since I am on a Military base Makes good lather . I use the softer side and the rough side on my feet ! but it hurts to use the rough side anywhere else .
