asin,user_Name,user_Country,reviewText,overall,reviewerID
8LHapfUxpi,Shinji,Nhật Bản,The hosts were very welcoming. The room was clean and the towels smelled good of fabric softener. There are many good noodle restaurants around the hotel. I would like to stay there again. Nothing bad,5.0,4477
bFtCyRmCFT,Tanja,Úc,"Second time we've stayed here and we're hoping to be back again. We stayed in the two bedroom apartment, which has two bathrooms, a lounge and sitting room and a kitchen with washing machine and microwave. The pool is great and probably the biggest pool available this close to the city. The pool area also has a table tennis table and pool table. Breakfast buffet (at additional cost) is well worth it with a huge variety of continental and Asian options. Bar staff deserves a special mention; always cheerful and helpful!",4.0,4758
jMb6iDwCgf,Natalie,Úc,"Comfortable, convenient size apartment for 5, although was located a little far from the main action. There wasnt a cup or plate to be found in the apartment. But did provide pot & pan.",3.5,3591
Y5fKl88hC4,Ivan,Mỹ,The hotel is arranged and decorated with great care to detail. It looks even better than on the pictures. The room is well equipped. Bed is comfortable. We got upgraded and had a bath tab on the balcony which we did not use but it was still cool. walking distance to the Main Street in Tao Điện. Water from the shower may go all around the bathroom.,4.5,2066
AR1L_N4fBx,Không tên,Đức,Tam is really friendly and makes great breakfast! The room was tidy and comfortable and had a nice bathroom. The view is also good. There is information about the national park and the caves available and scooter rental was no problem.,5.0,2664
lTvtCklR_U,Wendy,Úc,This hotel is definitely on our must stay list. From checking in to checking out there was nothing we didn’t like. Absolutely first rate accommodation at a very reasonable rate. Amazing room and the breakfast was fantastic. Nothing,5.0,5217
xWdK0bW-sa,Jose,Tây Ban Nha,Rooms are really nice and hotel offer beverage and some food for free,5.0,2375
tLKyzB3AKU,Rasha,Canada,"Great location! Beautiful pool and view, right on the beach. Room was spacious, clean, beautiful. Staff was very helpful and kind.",5.0,4114
AwwexEMaRx,Xuan,Úc,"The garden rooms were very nice and spacious and the buffet breakfast was awesome. The pool was nice and shallow for the kids The location was in the middle of nowhere with not much to walk out to. However if you plan to only stay at the resort and not venture out, then it's a nice resort",3.5,5273
LHMqUhGO59,Xuan,Singapore,"This place - is the owner, she is very nice lady. Helped us a lot, was nice and very helpful. It is the room worth money. A lot of places to eat around and convince store very close. The room and the bathroom were clean.",5.0,5272
6hgoCjJ1iL,Jaime,Tây Ban Nha,"Really nice place to be, relax and stay in Hoi An. All the staff is really friendly and always willing to help you with anything you need. It has everything you need to have the best time in Hoi An.",5.0,2113
AwwexEMaRx,Dinesh,Ấn Độ,"Amazing property. Courteous staff. If you do not carry the card which you booked the stay, you will charged again and the first transaction will be reversed after a month. This I feel is the only con",5.0,1229
jVEgd3ntTJ,Shannon,Mỹ,The room is so creatively designed and you can explore by yourself even it’s closed. The shower with a window that lets light in (but you can’t see through it clearly) is right next to where all the people are touring.,4.5,4447
K2LexQEfyL,Vijaykumar,Ấn Độ,"We had booking for 2 seperate nights there and staff helped us to keep our luggage safe for 1 night while we were in halong cruise. At first we didn't expected this hotel will be same as photos but indeed it was better than photos. Additionally, location was close to downtown and that was huge plus point. Many thanks to staff for all services and Totally recommended.",5.0,5136
S5Rq7SDfVV,Frederik,Greenland,"This hotel is at the heart of everything in HCMC. You can walk to almost everything that a tourist would like to cover in their first HCMC visit. The hotel was clean, and had very friendly staff too.",4.5,1595
0Oy0CiTEba,Brown,Việt Nam,Just walking distance to the beach. Convenient for swimming in the morning and strolling in the night. Clean and comfy bed,4.5,686
iN67_IYXhW,Shermaine,Singapore,The quiet environments and overlooking views to the nature. it is also not too far from the old town. The service staff Ms Kim and Lee Hong were really good helping us with recommendations of day tours and places to eat as I didn’t not plan for the trip. just want go with the flow. the breakfast spread was awesome and they rem what I like about my chicken Pho and double portion it every morning over the stay! the Housekeepers were friendly and supportive when we needed help with threads and all! The room that we were staying in was tidy but a little dusty this trigger mild allergies. it would have been better if they could clean out a bit more - probably it was a less occupied family room.,5.0,4470
QZfL-xGaPH,Hague,Vương Quốc Anh,"Everything. Room was large and comfortable, lovely communal space and pool, good area to stay slightly away from the touristy streets, and staff are amazing and helpful. Incredible value. Nothing. First 10 I ever gave on Booking - nothing could have been improved!",5.0,1783
C4hjbBEobQ,Aiting,Singapore,the hotel was beautiful. it was very clean despite being heritage hotel. the location was very central too. comfortable stay,4.5,88
7NZ0lh4tcO,Marni,Việt Nam,Beautiful surroundings. Pool etc The food at the restaurant for dinner was expensive and terrible. After we complained about a meal the price was deducted from the bill.,5.0,3259
DNF5m0Ly94,John,Mỹ,"Location is a little bit out of the center but the short walk was easy and it was quiet at night so it was perfect for us. Hotel staff are AMAZING. They helped us book tours and our transportation to and from Hanoi. Bed was comfortable, shower was good, and AC worked great. Coffee could be better. Also room looked bigger in pictures however it was still plenty big enough.",5.0,2329
I9RIKZ-fBM,Broughton,Vương Quốc Anh,really friendly staff and great location! difficult to tell how to get hot water - air con made a clunky noise and the refrigerator didn’t work - no sky bar or restaurant either,1.5,685
qaH8r6Vpza,Mark,Úc,Peaceful location and amazing hosts who went out of their way to assist us,5.0,3245
6iaI6ZMs3O,Peter,Úc,Fantastic reception staff from start to finish.,4.5,3915
dx-fB2hYDv,Không tên,Vương Quốc Anh,"- Location: The hotel is located in the Old Quarter, super close to everything- Staff: very friendly and helpful- Room: quite clean and spacious - It’s not a new hotel",4.6,2661
cvg7SllTvy,Pomar,Costa Rica,Very big room. Good location for money. Close to mini shops and restaurants.,5.0,3999
GxJlXdZH7C,J,Việt Nam,The hotel is situated perfectly between phong nha and Ninh Binh and serves as a good place to stop off before you continue your road trip. Huong was a fantastic host - we ate dinner together and he was keen to help in any way possible. He was able to phone ahead to other places that I was visiting to check things were okay. Huong spoke English perfectly and was great company. There are no windows in the private room if that is important to you.,4.0,2076
UH5xU_lDLQ,Không tên,Singapore,value for money. near to zoo/botanic garden. good nearby was great. it was walking distance to the famous spring roll restaurant by CNN ( Nhà Hàng Quán Nem Nha Hang Quan Nem 15E Nguyễn Thị Minh Khai ) water is not hot enough.,4.0,2654
XFtJRhX7OW,Elisabeth,Israel,the team is very helpful size of the room is good,4.0,1366
odbMQnOFyN,Robert,Úc,Hotel is very convenient if you are looking for a place to relax during a long lay over or early morning flight. Short walk from the airport and also has a shuttle service on a regular basis.,3.5,4213
LR8EA2u_Ah,Ashok,Ấn Độ,"We liked the way the service was provided right from the start. Hung is the man for everything. He helped us book bus tickets, arranged Phong Nha tour and helped in all ways. If you are looking for a good stay in Phong Nha- this is the place. We came for our honeymoon and we were completely satisfied. Nothing",5.0,458
N-jEDs9JA6,Gilesd,Vương Quốc Anh,"Clean room, friendly staff. Roof top bar had a good view although was empty,probably because it is located at the top of Beer Street so most guests likely to go there instead. Staff organised a take away breakfast as we had to leave at 5am for our flight. Offered to arrange a taxi for us. Small room, but you get what you pay for. Could hear Beer street at times and people coming in late.",4.0,1679
UjWJjRp4hz,Aiyana,Lào,quiet location that was very convenient for walking in to old town. friendly and helpful staff. beautiful balconies in rooms but no chairs to sit on.,5.0,89
GVK_2eQ-Yf,Benjamin,Thái Lan,good service good service,5.0,577
NrQAVA-3NT,Sonya,Mỹ,The incredible location on the rice paddy and the incredible view of it from my balcony! I loved everything!,5.0,4575
FUDd41WQDF,Busch,Thái Lan,"Good Breakfast. Nice bathroom, just a bit too dark WIFI fast enough Fitness room is under renovation. They did not inform before coming to the Hotel Room too dark, no chance to have a good light for working",3.0,703
P9kC9ofgvO,Huyen,Việt Nam,Room looks like the photos It doesn’t have sound proof protection. You can hear noise outside room clearly.,3.5,1971
lfE6J2vYSd,Ashwin,Vương Quốc Anh,"The staff were some of the sweetest people I've ever met. Mr Peace, whose real name remains a global mystery, was hilarious and took us on an excellent tour of the countryside. Meanwhile Strawberry created delicious family dinners and breakfasts, and the social vibe of the hostel is truly fantastic!",5.0,461
K2LexQEfyL,Johanna,Thụy Điển,"When we arrived we were offered to stay at their new hotel, Grand Fiesta. It was supposedly “an upgrade” but was in fact not. Room was tiny (booked a triple room for me and my two children). Only good thing was that location was even better. Two days into our stay they took out our spare bed and replaced it with a rock hard foldable bed. Without asking. They later fixed this as I complained. We had friends travelling with us who were forced to book a different hotel as they couldn’t offer them twin beds (mother and son) although they made the booking over 6 months ago and has several times since then informed them about the request. Overall, great location and nice staff, ok breakfast and comfortable beds. But, poor handling of our arrival and how they managed our room bookings.",3.0,2319
3FU3vMyaK4,Sarah,Úc,"Room was very spacious. Very friendly and helpful staff. Roof top was lovely. Location is good, just off main walking street. Wifi very good. Quite noisy, Could easily hear other guests in their room and in hallway. No shower curtain so bathroom got soaked everything you had a shower. Lift was also very slow if being picky",4.0,4378
OgYjYJWAkk,Amy,Việt Nam,"I loved the pool and the view from the balcony. The bed was super comfortable with the best pillows. There were soooo many plugs in the room! The breakfast was simple and tasty, with fresh fruit. I asked to get some laundry done in the late afternoon, just after I arrived, and I was so greatful that it was by my door, the next morning. The restaurant next door is fabulous not to be missed. I ordered a car to take me to the airport. They organised it for 1pm and it arrived bang on time The pictures of the room showed a light beside the bed. There was only one big light with a switch by the bed and it was quite bright.",5.0,246
p374fH8zr3,Maria,Tây Ban Nha,super good location. the owners are really nice. ac working perfectly. beds were comfortable. bathrooms were not really clean,4.0,3191
ISoyn89VXr,Marie-laure,Thụy Sỹ,"The beds are comfy and spacious with good lockers. The hostel is situated in a busy street with a lot of music, definitely prepare the earplugs. There is not really a common space to chill and socialize, and overall the place doesn't feel cozy and not very clean either.",3.0,3216
hvl5LB3Sqo,Geraldine,Úc,"Staff were amazing and accomadting. Himmy (front office),was always informative and is a testament of his hospitality. He is truly a professional. Noise from construction next building. I wishedi was I informed about this before the booking.",5.0,1667
xV_PnnrhRZ,Ikuo,Việt Nam,The staffs are kind. The hot woter temperature for the shower is low.,3.0,2005
xXcIERrAxJ,Katarina,Ireland (Ai Len),"this is a grandiose homestay - rooms are huge with super high ceiling. you get a real sense of space here. very comfortable, fast internet and super lovely host family. the dinners they cook are by far the best food in the area!",5.0,2523
rWhUXPbtOK,Van,Việt Nam,it is right next to the sea. the electricity is not stable.,4.0,5085
bXtW4OF8Dt,Shannon,Úc,The Rooftop views were amazing! the pool was a little small,5.0,4448
5wyNo6aRBY,Palani,Việt Nam,Excellent facilities I booked the hotel without window,4.0,3836
efWVLOJF76,Michael,Hà Lan,"Lovely pool, nice beach, room was very clean and pretty. Close to venice compound, nice for one evening but nog really authentic. Very expensive food and drinks. Especially for the service we got. Wrong food, very long waiting times. No service at the beach. If you want to see something of Phu Quoc you'll have to go by cab or rent a bike.",3.5,3397
XMnz_I-3Q_,Đào,Việt Nam,They provide a good place for couple. Common fancilities is fulfilled. Clean and comfortable room. The landlord family is so nice The smart tv does not have netflix,4.0,5394
T5vqa0RAF4,Sergio,Bồ Đào Nha,The people from the front desk are great helping you out with all you need to enjoy your time at Hanói. Leave early to halong and they had some snacks for us.,5.0,4432
2bhuCHg4y6,Phuong,Hà Lan,the location is prime . it is also next to a shopping mall with groceries inside. staff is very friendly and tried their best to accommodate our wishes. after changing our apartment is spacious with nice view. the building is old and facilities are outdated . swimming pool and gym were not available as advertised. cleaning crew is friendly but quality of cleaning is only passable .,2.5,3957
OQPrwHChf4,Deborah,Vương Quốc Anh,"The property is lovely and located in an ideal location however, it is the hosts, Flower and Robert, that make this property! They are both so friendly and helpful, it is a true pleasure to stay here. I will definitely stay here again when I return to Hoi An.",4.5,1156
azzZAuLHvN,Sofia,Philippines,"The location is perfect. It was also very convenient to check-in and check-out. Love the cafe next to it as well. We also rented a motorbike and drove around the city. We paid in cash not sure if they accept cards. They cleaned the room and changed sheets and towels daily so let them know if you don’t want that. Also, staff was super helpful and accommodating. :) Nothing negative to say. I haven’t checked other rooms like in the picture but ours was alright. :)",4.5,4558
aTgL6E3AR1,Kevin,Ireland (Ai Len),"Stayed in 3 bed apt. Plenty of space. Showing its age in places but clean and comfortable. Good AC. Washer/Dryer useful to have. Safe in Master bedroom. 5-15 mins walk will get you to most of the Quarter 1 areas or just take a cheap Grab/Taxi. Staff helpful. Be aware - unlike Somerset Grand in Hanoi, this hotel reception does not offer a foreign currency exchange facility. The shower heads are installed low so not great for tall people but plenty hot water pressure Breakfast in the adjoining public cafe is adequate but options are limited, especially for juices. Wi-Fi slow at times",4.0,2614
r091ZBTYBk,Osnat,Vương Quốc Anh,Lee and family were amazing hosts and made our stay in Hoi An very special and memorable. Highly recommended! Breakfast on the roof was lovely with a nice river view. Family room was a bit small.,4.5,3819
RjQFQNL2a-,Amber,Mỹ,"It’s a nice place, very clean. A bit of a walk from the central area but not bad.",4.5,227
HO6j0_uUcK,Margaux,Pháp,"Cutest homestay/dormitory you can find in Hanoï ! Mika is a real angel, doing everything she can for your confort and make your trip memorable ✨ thank you for everything !Great location in small and quiet streets for a very authentic experience. Don't hesitate to stay there !",4.5,3178
xewoWHUJTS,Bethany,Vương Quốc Anh,"hotel is central and in walkable distance to tourist attractions such as the lake, beer street and water puppet theatre. Overall good value for money. air-con was not great which led to hot night. No window I’m room to open for ventilation",4.0,602
RTz0NQsU8a,Tung,Mỹ,Very close to the dragon bridge. Has access to balcony with perfect view of Han River and dragon bridge. No elevator.,5.0,5027
TkyvJwLRB3,Amélie,Pháp,"Simple but comfortable hotel , recent furniture. It was very clean, convenient location to get the ferry to Con Dao early morning, only 5 mins walk to the pier. Very nice staff. Good for a quick stay Shower was leaking but it was fine to take a shower",4.0,248
NoO71omW_2,Ray,Úc,one of the best hotels we have stayed in staff were very accomodating great locationfood was amazing couldn’t fault one thing,5.0,4127
EAhuWU3YCh,Không tên,Úc,"Beautiful building, great AC, amazing pool and very accomodating staff, friendly and well predisposed There are a few caged birds in the property.",5.0,2659
hPR6cuM4UA,Barbara,Ý,"Position Reality is quite different from pictures. The room is not very well maintained, humid, dark and definitely not as in the picrures.",1.5,527
ciT44IsvA_,John,Việt Nam,"Our stay at the Asahi was very nice . Duk and his family were very helpful and inviting. our room was lovely and clean and guite spacious. Breakfast was good. The grounds were lovely and relaxing. We would recommend this homestay and would be happy to come and stay again. Quiet but right in the hub of Tam Coc. Wish the family a prosperous year with new guests from all over the world !! Thank-you for a very lovely experience!! They also have a bathtub in room which was spotless,a treat from a daily shower!! Friendly, clean , spacious rooms, bathtub,close to all the town had to offer. very quiet. just a very pleasant stay",5.0,2333
DIvGfHnlAK,Kedar,Ấn Độ,Great staff and facility. it is very clean and comfortable. on top of that cafe is cosy with really good coffees,5.0,2567
9R70QJk32S,Kiera,Mỹ,"The trip to Halong Bay organized by Le Journey Cruises can only be described as convenient comfort. Sunny our host provided a detailed itinerary, was very friendly, and spoke very good English. The range of activities on offer was broad enough to cater to our group. The cabins were spacious and had fantastic views of Halong Bay. The food and general service were fantastic too. The main positives of the cruise are: - reception, interior of the boat and rooms are amazing and top notch - Excellent food with lobster etc - Amazing staff (especially the young lad leading the tours) - Nice pool at the front of the boat - Nice tour of Cat Bi Island on Bikes The staff were a credit to the company",5.0,2672
AVamd_mqE8,Todd,Mỹ,"We absolutely LOVED the owners of this place. So much so that we actually took a picture with them before we left and I added it to my Vietnam You Tube video. The wife/owner of the place sat down and talked to us for 2+ hours when we showed up, and it was such amazing conversation. She told us all about her and her husbands (who was also amazing but spoke little English) struggle to start a hostel in their city. She spoke almost better English than me and I'm American born and raised. Me and my buddy sincerely and thoroughly loved the stay and talking with her and would love to visit again. The husband also changed my front brake pads on my xr150 which was a pain in the a$$ to find, so it was amazing. Please please support these amazing people, I truly hope you do. Seriously, nothing",5.0,4936
10h4SRap57,Truong,Malaysia,"Very good location, close to many coffee shops and places to eat and the lake. Clean and nice room with soft bed. Will come again! Elevator is a little small, but I've been to some other hotels in the old quarter without an elevator, so it's okay.",5.0,5005
_8onZghs6K,Stuart,Úc,"I have visited Phong Nha many times previously and usually stay closer to the town centre. I was travelling with some friends and decided to try this hotel. What a great place, beautiful big çlean rooms, lovely pool by the river and the food was excellent. The owner drove us into town for dinner and picked us up after we had too many beers late at night. Overall the 2 nights here were fantastic and would definitely recommend. A little noisy not from the peaceful surroundings, but from other guests. That's the only negative.",4.5,4657
7R7CiYMj9c,Nguyễn,Việt Nam,"The AC, hot water is good, the price is reasonable 187k 1 person a day Soundproofing is bad, the elevator makes noise, the room is quite small but Its okay cuz its only 187k, the worst is i saw a cockroach in my room.",3.5,3653
CN_SWjFqQ0,Issaoui,Tunisia,"Excellent homestay with excellent location located at the city center and close to the beach ,extremely clean & comfortable . Upon arrival we were warmly welcomed by the friendly reception staff ,we recommend this homestay to everybody! It's a true sample of excellent hospitality. Thank you again",5.0,2061
ClqNegKO3B,Larissa,Canada,"Overall a great stay. Staff was really nice and helped us with everything we needed (e. g. motorbike, boat tour, additional towels, recommendations on what to do, …). Everything was clean and our room was upgraded without extra charges. As we stayed for a longer time we even got invited to their private party to learn more about the Vietnamese Culture and traditions. Thank you very much for this great stay! nothing",5.0,2799
OVS6CBoIVb,Cquill,Ireland (Ai Len),"Well located and quiet. Only 8mins walk to nightmarket, beer street and lake area. Staff were great and Ms. My on front desk helped us organise our tours. I would definitely stay here again.",5.0,1016
xW6O7_NPIs,Nick,Hà Lan,"Very good location and very nice and clean bathroom. Beds are a bit hard, the breakfast is oke but not as good as any of the hotels I visited before. The room was a bit nosy.",4.0,3684
IJfbOmzBcn,Frederic,Singapore,"The owners went above and beyond to make our stay memorable, they were always there to anticipate any of our needs. Location is right near the city Center, in a very quiet and scenic area. Loved our stay",5.0,1591
KAZQ2zhOo7,Không tên,Việt Nam,"friendly staff, clean and comfortable room",5.0,2660
XlN328vfOP,Lakkhanatip,Vương Quốc Anh,Hotel location is extremely convenient to all the main attractions and rooms are very modern and luxurious. The service staff also made sure to provide a very personalized attention to make our stay in Hanoi a really comfortable and memorable one. Definitely recommend to everyone who is visiting Hanoi.,5.0,2783
jSvjcXmcQ1,Jamie,New Zealand,"The hosts were super lovely, location is great and room was big and tidy.",5.0,2133
h-jDiMEfw9,Lin,Singapore,"The host is super friendly and can guide for advice. The breakfast could be took away while we needed to go out early morning. Since it's located inside alley, grab couldn't be entered while you bring some baggages.",5.0,2920
WVqploZYV7,Nehal,Ấn Độ,The staff was really nice and polite. Worth the price. Thank you,5.0,3618
eCxJKr9Nms,Rachael,Việt Nam,Danang shut down while we were there due to Covid so we were the only people in the hotel. The staff were lovely and looked after us well. It was a shame the restaurants etc weren’t open but that could not be helped this time.,5.0,4064
udqpc8NPLB,Aaron,Úc,"The staff. They were brilliant. Trinh was lovely, polite and helpful. The room above the foyer. So noisy and you can't block the light out.",4.0,12
2BKpl9x1Vo,Chau,Mỹ,The host was very nice. Try to help us with everything we ask for. The rooms was very close to the beach. The room was small and the bed was a little hard. I book 3 room with a view but only one have a view.,4.0,825
f-W14HoHCi,Glen,Úc,"The room was very comfortable and the river view at night was amazing, the staff were very accommodating to our need. In saying that communication was a bit difficult at times as English didn't seem to be widely spoken in Da Nang The breakfast area on the 11th floor also boasted amazing panoramic views, we did ask if was open at night but the communication back was No, which was a shame as it would be the perfect venue for a cocktail bar with the amazing city lighs views. As for the buffet breakfast, it was a bit underwhelming, apart from the egg cooking station which was ok, the rest of the food was bland and the juice selection was heavily watered down, dispite breakfast being offer in the room package, we only dined there twice, on the other days we went out for breakfast..",4.0,1702
BmjeVQ24QR,Behera,Ấn Độ,"Staffs are really nice and helpful , also the location is very close to old Town and loads of Cafe. Nothing Actually ..",5.0,559
6hgoCjJ1iL,Khanh,Mỹ,"Super friendly, kind and helpful staff. Beautiful villas and pool, very clean, just far away enough from the noise of the old town but quick bike ride (bikes provided for free) in to make for a perfect, relaxing stay. Highly recommended.",5.0,2628
h6DiVxN1Ta,Orhan,Thổ Nhĩ Kỳ,very friendly and helpfull staff. very nice location. clean room. very nice Homestay. definetly recommend it to everyone. I wished to stay more. nothing.,5.0,3812
8yNV9xS-lI,Siddhesh,Ấn Độ,Hospitality and rustic feel of the property nothing,5.0,4506
CQ2A-d-ymC,Haydee,Việt Nam,"The good things were the staff were very helpful, accommodating and friendly, it's a beautiful and quiet location, the bed was excellent but the air conditioner is not working properly, there were holes in the curtains so the light came through. For the price we paid at least, we expected a smart tv, the geckos were scary it's all around the room, we paid for a beach view and the beach itself but we didn't experience either, we have to pay for almost a $100 just to be in a real ""beach"" we have to pay extra for the bike, I don't mind but the way they calculate one day is not fair. Breakfast was delicious but after the second day, it's becoming boring because it was the same food again and again. They asked for an extra 300vnd for breakfast but when we left we missed our breakfast and they gave us a sandwich and a leftover bread from yesterday. In any case, to be honest, we were expecting more, if you are paying a$100 a night at least you get what you paid for just saying. I think we already say everything.",2.5,1840
I07xvWZ5dn,Muom,Ý,"Pretty good position, 10 minutes walking to the city center No card payment allowed",3.0,3537
T5vqa0RAF4,Chau,Việt Nam,"Clean, great hospitality, convenient location. everything is worth the price. One slightly thing needed to be improved is the bathroom light are not well installed for doing make up",5.0,826
E4aA7NGPN4,Jeanpierre-,Pháp,"Incredible hosts, they came to get us at the airport, the home was perfectly clean, they even changed towels every days !We also caught flu and they prepared some tea for us, and that was so lovely !! We will absolutely come back again ! 11/10",5.0,2211
v4x-NoCaef,Anthony,Úc,friendly staff. reasonable facilities. location right in the middle of district 1 - busy part of town. my room had a strong solvent smell. hot water seemed limited. could sometimes be a little noisy.,4.0,383
cLQenQ1K3r,Tatyana,Đài Loan,"They have enough information for the pickup from the airport. The facility and the bed is quite nice. Excellent breakfast that's definitely worth with the money! The shelf is a bit high to reach. It could be better if they set the shelf lower. So far, it's an amazing trip to stay in Hanoi, definitely want to visit again next time in Hanoi!",5.0,4772
uMIT1eK_Y7,Trevor,Canada,"Great location, nice rooms.",5.0,4985
C4hjbBEobQ,Peter,Hà Lan,"old and overrated we were entitled to an upgrade, but they did not give it easily",3.5,3913
5bGg__ooLj,Bregje,Hà Lan,"Great hotel with lovely owners John and big boss! They can also assist you in tour bookings and to rent a scooter. Delicious breakfast outside by the pool, with nice sea view. The room was very clean. Hotel is is just next to minimarkets, restaurants, spa’s and everything you need for a good stay! misjenual (missyoualready) -",5.0,665
f_ZxiArLD9,Lynne,Ireland (Ai Len),"We loved how central it was, and esp the small rooftop pool, perfect to cool down in after hot Hanoi days. We got lovely food and wine at rooftop restaurant also. The staff were so friendly and accommodating. Breakfast was tasty too.",5.0,3058
3q5tyYl45d,Eric,Singapore,"All staff was friendly & helpful, location was super convenient & within 3 to 5min walking distance to beautiful lake and the breakfast was enough of choices & delicious too. Overall worth of money to stay. Cleanliness & facilities of the old building need to be improved.",4.0,1445
p7RxeW5ATn,Di,Úc,the staff were incredible and location great with delicious breakfast the bathrooms were a tad mouldy,4.0,1201
XvcL-bzMKG,Cnonla,Việt Nam,"The receptionist was one of the most helpful and considerate hotel workers I have ever met. We had problems with our air conditioning and she never stopped finding solutions for us and even upgraded our room so our son could feel comfortable. Breakfast was great, lots of Asian and European options. Great pool area, split off for kids and adults. Broken aircon / took a long time to cool down the room. I recommend asking the hotel to turn on the aircon a while before your arrival.",4.0,983
vgnaWiMxi5,Christian,Việt Nam,"the warm blanket, clean rooms, good showers everything was great for that price",5.0,894
wFsbh6MiyB,Dương,Việt Nam,People so nice and kind with us. love them so much i love everything,5.0,1312
iPL8Clm2sB,Keyur,Ấn Độ,"Hotel location is really convenient to access nearby attractions. All staff members are very polite, courteous and ready to help whenever needed. They also upgraded our room at no cost. Their travel package also at attractive rate. Room was sufficiently big, clean and with big window and TV. There's a free Wi Fi network. Banks are in neighbourhood so we were worry free. There's a Indian cuisine restaurant at 2 mins walking distance if anyone interested. Room tariff is also reasonable. There was nothing to dislike. Wish we could stay here for some more days.",5.0,2624
A2dWCIVY3e,Koen,Bỉ,"Great location in the city centre, including a lovely pool. The kitchen was not so well equipped. The dining area could use a sofa or comfortable chairs for evening relaxing.",4.0,2712
Lc_ssAry1l,Jennifer,Canada,exceptional location and room had a very large shower!,5.0,2225
C6pVMVToQa,Laura,Hà Lan,"I loved the calm vibe. recommended if you want to avoid the party crowd at Banana Tree but still wanna be close there. staff will help you with anything, breakfast is great, very chilled with check in and check out times. the beds are not the most comfy ones but nothing unmanageable.",5.0,2808
XRWQ47s7Qw,Baeyoung,Hàn Quốc,"good location, nice and kind owner, reasonable price better to prepare your personal amenities kit such as soap, shampoo and toothbrush",5.0,510
C6V5-MJegb,Katja,Đức,"The bungalows are cosy, clean and well equipped. Each bungalow has a little terrace with view over the pool. The atmosphere is nice and chilled. It was definitely one of the nicest accomodations during our travel. Also the location is perfect as it is a short walk to the beach and to various restaurants. Also we want to highlight that the owners are super nice and friendly and make you feel really welcomed. The owner speaks English really well and she helped us to book a bus ticket. We would definitely come back! Thanks for the nice stay!:) /",5.0,2550
Lwgi9TKv2z,Lee,Malaysia,"the room. location and breakfast were good, but the weather spoils everything, do not travel during rainy season such as December. We were disappointed it was raining over two days when we were there. the weather",4.0,2847
bL-cvvuqLb,Hoàng,Việt Nam,"I spent only 01 night at Pegasy Apartment few days ago, it was such a lovely and cozy room with modern equipments, good furniture and especially awesome air-conditional. Definely recommend.",5.0,1935
UWDDdkwKx-,Ngọc,Việt Nam,"it is quiet, beach accessible there are dust and sand on the beds.",4.5,3657
GNHQ8mZbbp,Vo,Mỹ,Very good location. Lots of shops and restaurants to choose from.,4.0,5178
zz05SMtV2H,Lisa,Singapore,"Generally spacious and the group of friends are happy with it. Essential items are met. Near a few convenience stores and food stores. Nice cafe with good banh mi for all day meals. The daily change of towels can be better. Pillows were too flat. One of the days, the pillow cases were not fixed up. probably they forgot about them.",3.5,2943
wQ92JjpwAs,Stanislas,Pháp,"Location is amazing, peaceful and beatiful. The scooters for rent are very handy, allowed us to fully appreciate the region and come back stress free in the evening. The staff is super chill and friendly, bonus points for the two funny dogs wandering around the property. Great place!",5.0,4602
7R4otJpssa,Maria,Vương Quốc Anh,"It was close to night markets and the staff were so pleasant and friendly It was not clean at all, there were bugs everywhere, our suitcases were covered in ants. There were stains everywhere in the bathroom. Overall could do with a deep scrub of surfaces and facilities, sheets were not changed once in our stay of 3nights and the beds are literally rock hard with a mattress topper.",3.0,3194
uMIT1eK_Y7,Kean,Singapore,"I would like to thank Ms Linh Le, the hotel receptionist. She was very friendly and helpful. She went above and beyond to assist us when we encountered some difficulties. She is always so cheerful and brought comfort to any customers talking to her. Extremely grateful that we have met such a kind soul and professional staff in Hotel Le Luna.",4.5,2566
LiUHr0miEI,Guramakonda,Thụy Sỹ,"Nice garden and pool side restaurant/bar in the courtyard, which makes it quiet and cosy. Personel was extremly friendly and helpful. Breakfast was great, too. Nothing",5.0,1758
JcC4KG4w2a,Supitcha,Thụy Sỹ,- Stunning interiors and exteriors. This only deserves a 100/10- Lovely staffs- Good breakfast though not many choices - Can hear noises from outside and nearby rooms,5.0,4679
eaZWb8cBhr,Annette,Úc,The Hotel is in a good location. The breakfast and restaurant on open upper floor was nice and breakfast was excellent. Room was a good size. Staff friendly and helpful. Airconditioner in room struggled to keep room cool. Room could have been better cleaned. Pool very small with limited sitting area.,4.0,366
OVS6CBoIVb,H,Vương Quốc Anh,"Hotels staff was extremely professional and attentive, since before we arrived -we received a message with airport pick-up offers and other tours information, to the moment we checked in , and to the final moment we left -the entire reception staff and manager stepped out to say goodbye!. The room was clean, spacious, and well equipped with all necessities. Also, the hotel is within walking distance to Hanoi's attractions- night market..... Overall, we enjoyed our stay and will definitely return in the future.",5.0,1772
GhZnzjYOKE,Jayne,Úc,"Quiet location beautiful landscape. Home stay has nice surroundings. Good breakfast included, friendly staff. We rented scooter and used the free bikes. Lots of rain when we where there so didn’t use pool or make use of nice gardens at property.",4.5,2200
NP-6xRakh5,Không tên,Ireland (Ai Len),Hannah was very friendly and helpful. The bathroom and the beds were clean. We only stayed for one night and it was a very pleasant and comfortable stay,4.5,2646
